seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k127_37683	301	No terminal repeats	NA	1	11	0.6920	NA	0	0.0000	Unclassified
k127_43547	299	No terminal repeats	NA	1	11	0.6920	NA	0	0.0000	Unclassified
k127_5643	347	No terminal repeats	NA	1	11	0.6920	NA	0	0.0000	Unclassified
k127_34048	561	No terminal repeats	NA	2	11	0.6919	NA	0	0.0000	Unclassified
k127_21794	300	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_33699	423	No terminal repeats	NA	1	11	0.6919	NA	0	1.3213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4949	231	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_4326	282	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_23013	227	No terminal repeats	NA	1	4	0.6919	NA	0	0.0000	Unclassified
k127_31827	301	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_41460	300	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_42810	300	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_23654	293	No terminal repeats	NA	1	11	0.6919	NA	0	0.0000	Unclassified
k127_1292	245	No terminal repeats	NA	1	11	0.6918	NA	0	0.0000	Unclassified
k127_13023	298	No terminal repeats	NA	1	4	0.6918	NA	0	0.0000	Unclassified
k127_16764	432	No terminal repeats	NA	2	11	0.6918	NA	0	0.0000	Unclassified
k127_4067	298	No terminal repeats	NA	1	11	0.6918	NA	0	0.0000	Unclassified
k127_13058	264	No terminal repeats	NA	1	11	0.6918	NA	0	0.0000	Unclassified
k127_35352	245	No terminal repeats	NA	1	11	0.6917	NA	0	0.0000	Unclassified
k127_26452	434	No terminal repeats	NA	1	11	0.6917	NA	0	1.3683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37754	277	No terminal repeats	NA	1	11	0.6917	NA	0	1.6029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_29676	301	No terminal repeats	NA	1	11	0.6917	NA	0	0.0000	Unclassified
k127_33304	300	No terminal repeats	NA	1	11	0.6917	NA	0	0.0000	Unclassified
k127_40124	298	No terminal repeats	NA	1	11	0.6917	NA	0	0.0000	Unclassified
k127_36744	301	No terminal repeats	NA	1	11	0.6917	NA	0	0.0000	Unclassified
k127_30282	370	No terminal repeats	NA	2	11	0.6917	NA	0	0.0000	Unclassified
k127_28009	283	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_19085	522	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_37019	298	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_33239	301	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_5676	297	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_19762	301	No terminal repeats	NA	1	11	0.6916	NA	0	0.0000	Unclassified
k127_12869	301	No terminal repeats	NA	1	11	0.6916	NA	0	1.7150	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_26496	494	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_26656	482	No terminal repeats	NA	1	11	0.6915	NA	0	1.7125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4779	301	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_20257	301	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_3390	301	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_23420	300	No terminal repeats	NA	2	11	0.6915	NA	0	0.0000	Unclassified
k127_3887	299	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_15098	299	No terminal repeats	NA	1	11	0.6915	NA	0	0.0000	Unclassified
k127_8442	286	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_63	301	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_18972	300	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_3845	744	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_44659	300	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_4377	293	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_15402	307	No terminal repeats	NA	1	11	0.6914	NA	0	0.0000	Unclassified
k127_26499	301	No terminal repeats	NA	1	11	0.6913	NA	0	0.0000	Unclassified
k127_6328	265	No terminal repeats	NA	1	11	0.6913	NA	0	0.0000	Unclassified
k127_7933	300	No terminal repeats	NA	1	11	0.6913	NA	0	0.0000	Unclassified
k127_37662	301	No terminal repeats	NA	1	11	0.6913	NA	0	0.0000	Unclassified
k127_26257	301	No terminal repeats	NA	1	11	0.6912	NA	0	0.0000	Unclassified
k127_13624	301	No terminal repeats	NA	1	11	0.6912	NA	0	0.0000	Unclassified
k127_24554	300	No terminal repeats	NA	1	11	0.6912	NA	0	0.0000	Unclassified
k127_1954	292	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_33959	295	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_7717	301	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_165	301	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_12065	287	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_7380	301	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_15534	300	No terminal repeats	NA	1	11	0.6911	NA	0	0.0000	Unclassified
k127_41629	292	No terminal repeats	NA	2	11	0.6910	NA	0	0.0000	Unclassified
k127_16027	301	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_17094	301	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_32431	301	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_27869	286	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_22813	317	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_17373	360	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_3358	292	No terminal repeats	NA	1	11	0.6910	NA	0	0.0000	Unclassified
k127_39406	263	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_14464	299	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_44697	372	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_30308	299	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_10668	268	No terminal repeats	NA	2	11	0.6909	NA	0	0.0000	Unclassified
k127_26799	300	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_19278	300	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_24981	283	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_21479	301	No terminal repeats	NA	1	11	0.6909	NA	0	0.0000	Unclassified
k127_16721	369	No terminal repeats	NA	2	11	0.6909	NA	0	0.0000	Unclassified
k127_28597	301	No terminal repeats	NA	1	11	0.6908	NA	0	0.0000	Unclassified
k127_40810	301	No terminal repeats	NA	1	11	0.6908	NA	0	0.0000	Unclassified
k127_36900	300	No terminal repeats	NA	1	11	0.6908	NA	0	0.0000	Unclassified
k127_40389	301	No terminal repeats	NA	1	11	0.6908	NA	0	0.0000	Unclassified
k127_17812	296	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_24834	300	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_20820	328	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_6534	300	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_32915	300	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_43151	299	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_19158	439	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_1196	470	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_32584	269	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_38651	296	No terminal repeats	NA	2	11	0.6907	NA	0	0.0000	Unclassified
k127_21177	969	No terminal repeats	NA	2	11	0.6907	NA	1	1.2306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27586	296	No terminal repeats	NA	1	11	0.6907	NA	0	0.0000	Unclassified
k127_34518	297	No terminal repeats	NA	1	11	0.6906	NA	0	0.0000	Unclassified
k127_13953	282	No terminal repeats	NA	1	11	0.6906	NA	0	0.0000	Unclassified
k127_44494	508	No terminal repeats	NA	1	11	0.6906	NA	0	1.4213	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_39689	384	No terminal repeats	NA	1	11	0.6906	NA	0	0.0000	Unclassified
k127_41707	251	No terminal repeats	NA	1	11	0.6906	NA	0	0.0000	Unclassified
k127_32416	276	No terminal repeats	NA	1	11	0.6906	NA	0	0.0000	Unclassified
k127_41823	301	No terminal repeats	NA	1	11	0.6905	NA	0	0.0000	Unclassified
k127_8478	400	No terminal repeats	NA	2	11	0.6905	NA	0	0.0000	Unclassified
k127_2459	301	No terminal repeats	NA	1	11	0.6905	NA	0	0.0000	Unclassified
k127_13317	330	No terminal repeats	NA	1	11	0.6905	NA	0	0.0000	Unclassified
k127_25633	301	No terminal repeats	NA	1	11	0.6905	NA	0	0.0000	Unclassified
k127_22588	298	No terminal repeats	NA	1	11	0.6905	NA	0	0.0000	Unclassified
k127_38891	301	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_11120	388	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_16523	301	No terminal repeats	NA	2	11	0.6904	NA	0	0.0000	Unclassified
k127_15411	301	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_17943	540	No terminal repeats	NA	1	11	0.6904	NA	1	1.7084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_37474	335	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_30896	298	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_6936	301	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_26971	300	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_21329	450	No terminal repeats	NA	1	11	0.6904	NA	1	1.1438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_6521	300	No terminal repeats	NA	1	11	0.6904	NA	0	0.0000	Unclassified
k127_32524	293	No terminal repeats	NA	2	11	0.6904	NA	0	1.7113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_40858	414	No terminal repeats	NA	1	11	0.6903	NA	0	0.0000	Unclassified
k127_25084	569	No terminal repeats	NA	1	11	0.6903	NA	0	0.0000	Unclassified
k127_20079	301	No terminal repeats	NA	1	11	0.6903	NA	0	1.7066	Unclassified
k127_9875	249	No terminal repeats	NA	1	11	0.6903	NA	0	0.0000	Unclassified
k127_27575	301	No terminal repeats	NA	2	11	0.6903	NA	0	0.0000	Unclassified
k127_38301	251	No terminal repeats	NA	1	11	0.6903	NA	0	0.0000	Unclassified
k127_23122	310	No terminal repeats	NA	2	11	0.6902	NA	0	0.0000	Unclassified
k127_27567	301	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_23031	300	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_22824	301	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_16668	300	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_39697	301	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_12300	293	No terminal repeats	NA	1	11	0.6902	NA	0	0.7323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_10469	235	No terminal repeats	NA	1	11	0.6902	NA	0	0.0000	Unclassified
k127_6761	228	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_38723	299	No terminal repeats	NA	2	11	0.6901	NA	0	0.0000	Unclassified
k127_30096	301	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_39141	301	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_9351	300	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_13255	276	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_9701	300	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_37818	301	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_41003	406	No terminal repeats	NA	1	11	0.6901	NA	0	1.6210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_27821	301	No terminal repeats	NA	1	11	0.6901	NA	0	0.0000	Unclassified
k127_28520	300	No terminal repeats	NA	1	11	0.6900	NA	0	0.0000	Unclassified
k127_9103	301	No terminal repeats	NA	1	11	0.6900	NA	0	0.0000	Unclassified
k127_11510	301	No terminal repeats	NA	2	11	0.6900	NA	0	0.0000	Unclassified
k127_20048	368	No terminal repeats	NA	1	11	0.6900	NA	0	0.0000	Unclassified
k127_13893	297	No terminal repeats	NA	1	11	0.6900	NA	0	0.0000	Unclassified
k127_1271	301	No terminal repeats	NA	1	11	0.6900	NA	0	0.0000	Unclassified
k127_27723	299	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_1977	301	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_11097	429	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_26128	289	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_4244	296	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_14800	294	No terminal repeats	NA	1	11	0.6899	NA	0	0.0000	Unclassified
k127_14948	298	No terminal repeats	NA	1	11	0.6898	NA	0	1.5300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_35614	301	No terminal repeats	NA	1	11	0.6898	NA	0	0.0000	Unclassified
k127_17746	427	No terminal repeats	NA	1	11	0.6898	NA	0	0.0000	Unclassified
k127_28961	298	No terminal repeats	NA	1	11	0.6898	NA	0	0.0000	Unclassified
k127_32297	301	No terminal repeats	NA	1	11	0.6898	NA	0	0.0000	Unclassified
k127_37021	301	No terminal repeats	NA	1	11	0.6898	NA	0	0.0000	Unclassified
k127_31109	300	No terminal repeats	NA	2	11	0.6898	NA	0	1.2458	Unclassified
k127_35260	293	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_33512	295	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_33194	293	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_12554	366	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_21866	544	No terminal repeats	NA	2	11	0.6897	NA	0	0.0000	Unclassified
k127_25349	301	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_4029	293	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_39419	299	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_22131	301	No terminal repeats	NA	1	11	0.6897	NA	0	0.0000	Unclassified
k127_18321	295	No terminal repeats	NA	2	11	0.6897	NA	0	0.0000	Unclassified
k127_26579	294	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_19133	406	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_13991	301	No terminal repeats	NA	1	11	0.6896	NA	0	1.6875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_13866	301	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_5103	300	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_36742	301	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_30093	301	No terminal repeats	NA	1	11	0.6896	NA	0	0.0000	Unclassified
k127_38059	397	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_25053	290	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_41502	301	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_9709	389	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_6832	419	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_30730	300	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_64	301	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_4608	301	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_39871	280	No terminal repeats	NA	1	11	0.6895	NA	0	0.0000	Unclassified
k127_25479	300	No terminal repeats	NA	2	4	0.6894	NA	0	0.0000	Unclassified
k127_18624	301	No terminal repeats	NA	1	11	0.6894	NA	0	0.0000	Unclassified
k127_18049	300	No terminal repeats	NA	1	11	0.6894	NA	0	0.0000	Unclassified
k127_11347	257	No terminal repeats	NA	1	11	0.6894	NA	0	0.0000	Unclassified
k127_29040	523	No terminal repeats	NA	1	11	0.6894	NA	0	0.0000	Unclassified
k127_40169	301	No terminal repeats	NA	1	11	0.6893	NA	0	0.0000	Unclassified
k127_42738	300	No terminal repeats	NA	1	11	0.6893	NA	0	0.0000	Unclassified
k127_22691	301	No terminal repeats	NA	1	11	0.6893	NA	0	0.0000	Unclassified
k127_39422	301	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_40392	301	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_10186	298	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_5059	393	No terminal repeats	NA	1	11	0.6892	NA	0	1.4555	Unclassified
k127_21784	300	No terminal repeats	NA	1	15	0.6892	NA	0	0.0000	Unclassified
k127_38673	300	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_19235	301	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_1625	301	No terminal repeats	NA	1	11	0.6892	NA	1	1.4720	Unclassified
k127_27009	340	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_26048	313	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_20973	300	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_25487	301	No terminal repeats	NA	1	11	0.6892	NA	0	1.6077	Unclassified
k127_37136	300	No terminal repeats	NA	2	11	0.6892	NA	0	0.0000	Unclassified
k127_40764	349	No terminal repeats	NA	1	11	0.6892	NA	0	1.1549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4358	298	No terminal repeats	NA	1	11	0.6892	NA	0	1.7145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_4711	300	No terminal repeats	NA	1	11	0.6892	NA	0	0.0000	Unclassified
k127_5144	300	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_39796	300	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_23292	269	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_2577	287	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_18708	350	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_25440	301	No terminal repeats	NA	2	11	0.6891	NA	0	0.0000	Unclassified
k127_34380	534	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_41211	511	No terminal repeats	NA	1	11	0.6891	NA	0	1.7183	Unclassified
k127_15192	299	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_29546	309	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_34194	774	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_27130	300	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_39553	283	No terminal repeats	NA	1	11	0.6891	NA	0	0.0000	Unclassified
k127_9541	244	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_1575	300	No terminal repeats	NA	2	11	0.6890	NA	0	0.0000	Unclassified
k127_2342	298	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_11620	300	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_8705	300	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_24608	315	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_35442	296	No terminal repeats	NA	1	15	0.6890	NA	0	0.0000	Unclassified
k127_21950	341	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_21408	326	No terminal repeats	NA	1	11	0.6890	NA	0	0.0000	Unclassified
k127_18863	300	No terminal repeats	NA	1	11	0.6889	NA	0	0.6850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_3805	298	No terminal repeats	NA	1	11	0.6889	NA	0	0.0000	Unclassified
k127_11349	438	No terminal repeats	NA	1	11	0.6889	NA	0	0.0000	Unclassified
k127_23802	301	No terminal repeats	NA	1	11	0.6889	NA	0	0.0000	Unclassified
k127_26188	298	No terminal repeats	NA	1	11	0.6889	NA	0	0.0000	Unclassified
k127_1902	301	No terminal repeats	NA	1	15	0.6889	NA	0	0.0000	Unclassified
k127_23212	298	No terminal repeats	NA	1	11	0.6889	NA	0	0.0000	Unclassified
k127_5730	296	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_11869	376	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_22716	301	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_5782	292	No terminal repeats	NA	2	11	0.6888	NA	0	0.0000	Unclassified
k127_14157	298	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_19798	301	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_28345	301	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_43336	300	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_5240	301	No terminal repeats	NA	2	11	0.6888	NA	0	0.0000	Unclassified
k127_8697	282	No terminal repeats	NA	2	11	0.6888	NA	0	0.0000	Unclassified
k127_3692	295	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_19556	301	No terminal repeats	NA	1	11	0.6888	NA	0	0.0000	Unclassified
k127_12073	301	No terminal repeats	NA	1	11	0.6887	NA	0	1.3906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_494	265	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_31745	301	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_16642	301	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_1498	300	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_22178	307	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_34731	301	No terminal repeats	NA	1	11	0.6887	NA	0	0.0000	Unclassified
k127_44043	299	No terminal repeats	NA	1	11	0.6886	NA	0	0.0000	Unclassified
k127_39049	266	No terminal repeats	NA	2	11	0.6886	NA	0	0.0000	Unclassified
k127_6840	300	No terminal repeats	NA	1	11	0.6886	NA	0	0.0000	Unclassified
k127_43523	301	No terminal repeats	NA	1	11	0.6886	NA	0	1.6962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_44584	299	No terminal repeats	NA	1	11	0.6886	NA	0	0.0000	Unclassified
k127_8610	463	No terminal repeats	NA	2	11	0.6886	NA	0	0.0000	Unclassified
k127_43584	300	No terminal repeats	NA	1	11	0.6886	NA	0	0.0000	Unclassified
k127_28309	301	No terminal repeats	NA	1	11	0.6886	NA	0	1.6376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
k127_38754	300	No terminal repeats	NA	1	11	0.6885	NA	0	0.0000	Unclassified
k127_37800	298	No terminal repeats	NA	2	11	0.6885	NA	0	0.0000	Unclassified
k127_33422	301	No terminal repeats	NA	2	11	0.6885	NA	0	0.0000	Unclassified
k127_41728	301	No terminal repeats	NA	1	11	0.6885	NA	0	0.0000	Unclassified
k127_7257	300	No terminal repeats	NA	1	11	0.6885	NA	0	0.0000	Unclassified
k127_18989	301	No terminal repeats	NA	1	11	0.6885	NA	0	0.0000	Unclassified
